	segments	length_segment	dep_count_k	dependents_k	head_k	head_kLength	posK	dep_count_p	dependents_p	head_p	head_pLength	posP
232	take a right	3	[]	[]	[]	[]	[]	[1, 1]	[{right}, {a}]	['take', 'take']	[1, 1]	['VERB']
233	and move ahead just one foot	6	[3]	[{ahead, foot, and}]	['move']	[1]	['VERB']	[1, 1]	[{just}, {one}]	['foot', 'move']	[1, 1]	['VERB']
234	move forward about three and a half feet	8	[2, 3]	[{forward, feet}, {half, and, about}]	['move', 'feet']	[1, 1]	['NOUN']	[1, 1]	[{a}, {three}]	['three', 'move']	[1, 1]	['VERB']
235	move forward about six feet	5	[2]	[{forward, feet}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {six}]	['feet', 'move']	[1, 1]	['VERB']
236	turn left	2	[]	[]	[]	[]	[]	[1]	[{left}]	['turn']	[1]	['VERB']
237	and then move forward again about seven feet	8	[5]	[{again, about, forward, and, then}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {seven}]	['move', 'about']	[1, 1]	['ADP']
238	rotate to your right	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {right}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
239	move forward about five feet	5	[2]	[{feet, forward}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {five}]	['feet', 'move']	[1, 1]	['VERB']
240	rotate again to your left	5	[2]	[{again, to}]	['rotate']	[1]	['VERB']	[1, 1]	[{left}, {your}]	['rotate', 'to']	[1, 1]	['ADP']
241	and move forward about seven feet	6	[3]	[{forward, feet, and}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {seven}]	['feet', 'move']	[1, 1]	['VERB']
242	move forward about two feet	5	[2]	[{about, forward}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {two}]	['move', 'about']	[1, 1]	['ADV']
243	rotate to your right	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {right}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
244	move forward about ten feet	5	[2]	[{forward, about}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {ten}]	['move', 'about']	[1, 1]	['ADP']
245	rotate again to your right	5	[2]	[{to, again}]	['rotate']	[1]	['VERB']	[1, 1]	[{right}, {your}]	['rotate', 'to']	[1, 1]	['ADP']
246	and then move again two feet	6	[4]	[{again, feet, and, then}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']
247	turn all the way around	5	[2, 2]	[{way, around}, {all, the}]	['turn', 'turn']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
248	you are facing the other direction	6	[3, 2]	[{are, you, direction}, {the, other}]	['facing', 'facing']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
249	or that is turn one hundred and eighty degrees	9	[4, 3]	[{is, degrees, that, or}, {eighty, one, and}]	['turn', 'degrees']	[1, 1]	['NOUN']	[1]	[{hundred}]	['turn']	[1]	['VERB']
250	move about two feet	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{feet}, {about}, {two}]	['move', 'feet', 'move']	[1, 1, 1]	['VERB']
251	rotate again to your right	5	[2]	[{to, again}]	['rotate']	[1]	['VERB']	[1, 1]	[{right}, {your}]	['rotate', 'to']	[1, 1]	['ADP']
252	move about seven feet	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{feet}, {about}, {seven}]	['move', 'feet', 'move']	[1, 1, 1]	['VERB']
253	rotate to your left	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {left}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
254	then move forward about three or four feet four feet	10	[4, 2]	[{about, feet, forward, then}, {or, four}]	['move', 'feet']	[1, 1]	['NOUN']	[1, 1, 1]	[{feet}, {three}, {four}]	['move', 'about', 'move']	[1, 1, 1]	['VERB']
255	rotate to your left	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {left}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
256	move seven feet forwards	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{forwards}, {seven}, {feet}]	['move', 'forwards', 'move']	[1, 1, 1]	['VERB']
257	move forward about two feet	5	[2]	[{forward, about}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {two}]	['move', 'about']	[1, 1]	['ADV']
258	then rotate to your right	5	[2]	[{to, then}]	['rotate']	[1]	['VERB']	[1, 1]	[{right}, {your}]	['rotate', 'to']	[1, 1]	['ADP']
259	then move forward about ten feet	6	[3]	[{feet, then, forward}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {ten}]	['feet', 'move']	[1, 1]	['VERB']
260	then rotate to your right again	6	[3]	[{then, to, again}]	['rotate']	[1]	['VERB']	[1, 1]	[{right}, {your}]	['rotate', 'to']	[1, 1]	['ADP']
261	and move forward about two feet	6	[3]	[{forward, and, feet}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {two}]	['feet', 'move']	[1, 1]	['VERB']
262	rotate to your left	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {left}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
263	then move forward about three and a half feet	9	[3, 3]	[{forward, feet, then}, {half, and, about}]	['move', 'feet']	[1, 1]	['NOUN']	[1, 1]	[{a}, {three}]	['three', 'move']	[1, 1]	['VERB']
264	move forward about four feet	5	[2]	[{forward, feet}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {four}]	['feet', 'move']	[1, 1]	['VERB']
265	then rotate to your left	5	[2]	[{to, then}]	['rotate']	[1]	['VERB']	[1, 1]	[{left}, {your}]	['rotate', 'to']	[1, 1]	['ADP']
266	then move forward about seven feet	6	[3]	[{then, feet, forward}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {seven}]	['feet', 'move']	[1, 1]	['VERB']
267	rotate to your right	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {right}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
268	then move forward about four feet	6	[3]	[{feet, then, forward}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {four}]	['feet', 'move']	[1, 1]	['VERB']
269	then rotate to your left	5	[2]	[{then, to}]	['rotate']	[1]	['VERB']	[1, 1]	[{left}, {your}]	['rotate', 'to']	[1, 1]	['ADP']
270	and move about seven feet stop	6	[3]	[{feet, and, stop}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {seven}]	['feet', 'move']	[1, 1]	['VERB']
271	move forward about three and a half feet and stop	10	[4, 3]	[{feet, forward, stop, and}, {about, and, half}]	['move', 'feet']	[1, 1]	['NOUN']	[1, 1]	[{a}, {three}]	['three', 'move']	[1, 1]	['VERB']
272	rotate to your left	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {left}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
273	move forward about four feet	5	[2]	[{forward, feet}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {four}]	['feet', 'move']	[1, 1]	['VERB']
274	then rotate to your left again	6	[3]	[{again, then, to}]	['rotate']	[1]	['VERB']	[1, 1]	[{left}, {your}]	['rotate', 'to']	[1, 1]	['ADP']
275	and move forward about seven feet and stop	8	[5]	[{and, forward, feet, stop, and}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {seven}]	['feet', 'move']	[1, 1]	['VERB']
276	rotate ninety degrees to your right	6	[2]	[{to, degrees}]	['rotate']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
277	move forward about two feet	5	[2]	[{about, forward}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {two}]	['move', 'about']	[1, 1]	['ADV']
278	rotate again to your right ninety degrees	7	[2, 2]	[{again, to}, {ninety, your}]	['rotate', 'to']	[1, 1]	['ADP']	[1, 1]	[{degrees}, {right}]	['rotate', 'degrees']	[1, 1]	['NOUN']
279	move forward about seven feet and stop	7	[4]	[{forward, stop, and, feet}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {seven}]	['feet', 'move']	[1, 1]	['VERB']
280	rotate to your left about ninety degrees	7	[2]	[{to, degrees}]	['rotate']	[1]	['VERB']	[1, 1, 1, 1]	[{left}, {your}, {about}, {ninety}]	['rotate', 'to', 'degrees', 'rotate']	[1, 1, 1, 1]	['VERB']
281	move forward three and a half feet and stop	9	[4, 2]	[{feet, stop, and, forward}, {and, half}]	['move', 'feet']	[1, 1]	['NOUN']	[1, 1]	[{a}, {three}]	['three', 'move']	[1, 1]	['VERB']
282	rotate about ninety degrees to your right	7	[2]	[{about, to}]	['rotate']	[1]	['VERB']	[1, 1, 1, 1]	[{degrees}, {ninety}, {right}, {your}]	['rotate', 'about', 'rotate', 'to']	[1, 1, 1, 1]	['ADP']
283	move forward three and a half feet and stop	9	[4, 2]	[{forward, and, stop, feet}, {and, half}]	['move', 'feet']	[1, 1]	['NOUN']	[1, 1]	[{a}, {three}]	['three', 'move']	[1, 1]	['VERB']
284	move forward about four feet and stop	7	[4]	[{and, stop, feet, forward}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {four}]	['feet', 'move']	[1, 1]	['VERB']
285	rotate to your left ninety degrees	6	[2]	[{your, left}]	['degrees']	[1]	['NOUN']	[1, 1, 1]	[{to}, {degrees}, {ninety}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
286	then move forward seven feet and stop	7	[5]	[{and, stop, then, forward, feet}]	['move']	[1]	['VERB']	[1]	[{seven}]	['move']	[1]	['VERB']
287	move forward about two feet	5	[2]	[{about, forward}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {two}]	['move', 'about']	[1, 1]	['ADV']
288	then rotate to your left	5	[2]	[{then, to}]	['rotate']	[1]	['VERB']	[1, 1]	[{left}, {your}]	['rotate', 'to']	[1, 1]	['ADP']
289	move forward about ten feet	5	[2]	[{about, forward}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {ten}]	['move', 'about']	[1, 1]	['ADP']
290	rotate to your left again ninety degrees	7	[2, 2]	[{degrees, to}, {again, your}]	['rotate', 'to']	[1, 1]	['ADP']	[1, 1]	[{left}, {ninety}]	['rotate', 'rotate']	[1, 1]	['VERB']
291	move forward two feet and stop	6	[4]	[{stop, feet, and, forward}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']
292	rotate about ninety degrees to your left	7	[2]	[{to, about}]	['rotate']	[1]	['VERB']	[1, 1, 1, 1]	[{degrees}, {ninety}, {left}, {your}]	['rotate', 'about', 'rotate', 'to']	[1, 1, 1, 1]	['ADP']
293	move forward about two feet	5	[2]	[{about, forward}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {two}]	['move', 'about']	[1, 1]	['ADV']
294	rotate ninety degrees to your right	6	[2]	[{to, degrees}]	['rotate']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
295	move forward about seven feet and stop	7	[4]	[{forward, feet, stop, and}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {seven}]	['feet', 'move']	[1, 1]	['VERB']
296	turn all the way around	5	[2, 2]	[{around, way}, {the, all}]	['turn', 'turn']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
297	so you are facing the other direction	7	[4, 2]	[{direction, you, so, are}, {other, the}]	['facing', 'facing']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
298	or rotate one hundred and eighty degrees	7	[2, 3]	[{or, degrees}, {eighty, and, one}]	['rotate', 'degrees']	[1, 1]	['NOUN']	[1]	[{hundred}]	['rotate']	[1]	['VERB']
299	move forward about four feet and stop	7	[4]	[{feet, forward, and, stop}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {four}]	['feet', 'move']	[1, 1]	['VERB']
300	rotate left ninety degrees	4	[2]	[{rotate, degrees}]	['left']	[1]	['VERB']	[1]	[{ninety}]	['left']	[1]	['VERB']
301	and move forward seven feet and stop	7	[5]	[{and, forward, feet, and, stop}]	['move']	[1]	['VERB']	[1]	[{seven}]	['move']	[1]	['VERB']
302	move forward about two feet	5	[2]	[{forward, about}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {two}]	['move', 'about']	[1, 1]	['ADV']
303	rotate to your left ninety degrees	6	[2]	[{your, left}]	['degrees']	[1]	['NOUN']	[1, 1, 1]	[{to}, {degrees}, {ninety}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
304	move forward about ten feet	5	[2]	[{about, forward}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {ten}]	['move', 'about']	[1, 1]	['ADP']
305	rotate to your left	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {left}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
306	and move forward about two feet	6	[3]	[{forward, and, feet}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {two}]	['feet', 'move']	[1, 1]	['VERB']
307	turn all the way around	5	[2, 2]	[{way, around}, {all, the}]	['turn', 'turn']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
308	or rotate one hundred and eighty degrees	7	[2, 3]	[{degrees, or}, {and, one, eighty}]	['rotate', 'degrees']	[1, 1]	['NOUN']	[1]	[{hundred}]	['rotate']	[1]	['VERB']
309	move forward about four feet and stop	7	[4]	[{and, stop, forward, feet}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {four}]	['feet', 'move']	[1, 1]	['VERB']
310	rotate to your left ninety degrees	6	[2]	[{your, left}]	['degrees']	[1]	['NOUN']	[1, 1, 1]	[{to}, {degrees}, {ninety}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
311	and move forward seven feet and stop	7	[5]	[{forward, and, stop, and, feet}]	['move']	[1]	['VERB']	[1]	[{seven}]	['move']	[1]	['VERB']
312	rotate to your right ninety degrees	6	[2]	[{your, ninety}]	['to']	[1]	['ADP']	[1, 1, 1]	[{to}, {degrees}, {right}]	['rotate', 'rotate', 'degrees']	[1, 1, 1]	['NOUN']
313	move forward about two feet	5	[2]	[{about, forward}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {two}]	['move', 'about']	[1, 1]	['ADV']
314	rotate to your right again	5	[2]	[{again, to}]	['rotate']	[1]	['VERB']	[1, 1]	[{right}, {your}]	['rotate', 'to']	[1, 1]	['ADP']
315	move forward ten feet	4	[2]	[{feet, forward}]	['move']	[1]	['VERB']	[1]	[{ten}]	['move']	[1]	['VERB']
316	rotate to your right again	5	[2]	[{again, to}]	['rotate']	[1]	['VERB']	[1, 1]	[{right}, {your}]	['rotate', 'to']	[1, 1]	['ADP']
317	move forward two feet and stop	6	[4]	[{forward, feet, stop, and}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']
318	move forward about three and a half feet and stop	10	[4, 3]	[{and, feet, stop, forward}, {about, and, half}]	['move', 'feet']	[1, 1]	['NOUN']	[1, 1]	[{a}, {three}]	['three', 'move']	[1, 1]	['VERB']
319	rotate to your left ninety degrees	6	[2]	[{left, your}]	['degrees']	[1]	['NOUN']	[1, 1, 1]	[{to}, {degrees}, {ninety}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
320	go forward about two feet	5	[2]	[{forward, about}]	['go']	[1]	['VERB']	[1, 1]	[{feet}, {two}]	['go', 'about']	[1, 1]	['ADV']
321	rotate to your right ninety degrees	6	[2]	[{ninety, your}]	['to']	[1]	['ADP']	[1, 1, 1]	[{to}, {degrees}, {right}]	['rotate', 'rotate', 'degrees']	[1, 1, 1]	['NOUN']
322	go about ten feet	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{feet}, {about}, {ten}]	['go', 'feet', 'go']	[1, 1, 1]	['VERB']
323	rotate to your right ninety degrees	6	[2]	[{ninety, your}]	['to']	[1]	['ADP']	[1, 1, 1]	[{to}, {degrees}, {right}]	['rotate', 'rotate', 'degrees']	[1, 1, 1]	['NOUN']
324	and go two feet and stop	6	[4]	[{feet, and, stop, and}]	['go']	[1]	['VERB']	[1]	[{two}]	['go']	[1]	['VERB']
325	turn all the way around or turn one hundred and eighty degrees	12	[3, 2, 3]	[{or, around, turn}, {the, all}, {eighty, one, and}]	['turn', 'around', 'degrees']	[1, 1, 1]	['NOUN']	[1, 1, 1]	[{way}, {degrees}, {hundred}]	['turn', 'turn', 'turn']	[1, 1, 1]	['VERB']
326	so you are facing the other direction	7	[4, 2]	[{direction, so, are, you}, {the, other}]	['facing', 'facing']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
327	and move forward three and a half feet	8	[3, 2]	[{and, feet, forward}, {and, half}]	['move', 'feet']	[1, 1]	['NOUN']	[1, 1]	[{a}, {three}]	['three', 'move']	[1, 1]	['VERB']
328	rotate to your right ninety degrees	6	[2]	[{ninety, your}]	['to']	[1]	['ADP']	[1, 1, 1]	[{to}, {degrees}, {right}]	['rotate', 'rotate', 'degrees']	[1, 1, 1]	['NOUN']
329	then move forward three and a half feet	8	[3, 2]	[{feet, then, forward}, {half, and}]	['move', 'feet']	[1, 1]	['NOUN']	[1, 1]	[{a}, {three}]	['three', 'move']	[1, 1]	['VERB']
330	rotate to your left ninety degrees	6	[2]	[{your, left}]	['degrees']	[1]	['NOUN']	[1, 1, 1]	[{to}, {degrees}, {ninety}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
331	move forward about four feet	5	[2]	[{forward, feet}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {four}]	['feet', 'move']	[1, 1]	['VERB']
332	rotate to your left again ninety degrees	7	[2, 2]	[{to, degrees}, {your, again}]	['rotate', 'to']	[1, 1]	['ADP']	[1, 1]	[{left}, {ninety}]	['rotate', 'rotate']	[1, 1]	['VERB']
333	move forward about seven feet and stop	7	[4]	[{forward, stop, and, feet}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {seven}]	['feet', 'move']	[1, 1]	['VERB']
334	move forward about four feet	5	[2]	[{forward, feet}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {four}]	['feet', 'move']	[1, 1]	['VERB']
335	rotate to your left	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {left}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
336	and move forward again about seven feet and stop	9	[6]	[{stop, and, feet, and, again, forward}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {seven}]	['feet', 'move']	[1, 1]	['VERB']
337	turn all the way around	5	[2, 2]	[{way, around}, {all, the}]	['turn', 'turn']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
338	so you are facing the other direction	7	[4, 2]	[{direction, are, so, you}, {the, other}]	['facing', 'facing']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
339	or rotate one hundred and eighty degrees	7	[2, 3]	[{degrees, or}, {eighty, one, and}]	['rotate', 'degrees']	[1, 1]	['NOUN']	[1]	[{hundred}]	['rotate']	[1]	['VERB']
340	and then move forward about three and half feet	9	[4, 2]	[{then, forward, and, about}, {and, half}]	['move', 'feet']	[1, 1]	['NOUN']	[1, 1]	[{feet}, {three}]	['move', 'about']	[1, 1]	['ADV']
341	rotate all the way around	5	[2]	[{the, all}]	['around']	[1]	['ADV']	[1, 1]	[{around}, {way}]	['rotate', 'rotate']	[1, 1]	['VERB']
342	so you are facing the other direction one hundred and eighty degrees	12	[5, 2, 3]	[{so, you, direction, degrees, are}, {the, other}, {one, eighty, and}]	['facing', 'facing', 'degrees']	[1, 1, 1]	['NOUN']	[1]	[{hundred}]	['facing']	[1]	['VERB']
343	and then move forward three and a half feet	9	[4, 2]	[{and, feet, forward, then}, {half, and}]	['move', 'feet']	[1, 1]	['NOUN']	[1, 1]	[{a}, {three}]	['three', 'move']	[1, 1]	['VERB']
344	rotate to your left ninety degrees	6	[2]	[{left, your}]	['degrees']	[1]	['NOUN']	[1, 1, 1]	[{to}, {degrees}, {ninety}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
345	move forward about two feet	5	[2]	[{about, forward}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {two}]	['move', 'about']	[1, 1]	['ADV']
346	rotate to your right ninety degrees	6	[2]	[{ninety, your}]	['to']	[1]	['ADP']	[1, 1, 1]	[{to}, {degrees}, {right}]	['rotate', 'rotate', 'degrees']	[1, 1, 1]	['NOUN']
347	move forward about ten feet	5	[2]	[{forward, about}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {ten}]	['move', 'about']	[1, 1]	['ADP']
348	rotate to your right again ninety degrees	7	[3]	[{again, to, degrees}]	['rotate']	[1]	['VERB']	[1, 1, 1]	[{right}, {your}, {ninety}]	['rotate', 'to', 'rotate']	[1, 1, 1]	['VERB']
349	and move forward two feet and stop	7	[5]	[{feet, and, forward, and, stop}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']
350	rotate to your left ninety degrees	6	[2]	[{your, left}]	['degrees']	[1]	['NOUN']	[1, 1, 1]	[{to}, {degrees}, {ninety}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
351	move forward about two feet	5	[2]	[{forward, about}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {two}]	['move', 'about']	[1, 1]	['ADV']
352	rotate to your right ninety degrees	6	[2]	[{ninety, your}]	['to']	[1]	['ADP']	[1, 1, 1]	[{to}, {degrees}, {right}]	['rotate', 'rotate', 'degrees']	[1, 1, 1]	['NOUN']
353	move forward seven feet and stop	6	[4]	[{forward, and, stop, feet}]	['move']	[1]	['VERB']	[1]	[{seven}]	['move']	[1]	['VERB']
354	rotate to your right about ninety degrees	7	[2]	[{right, about}]	['degrees']	[1]	['NOUN']	[1, 1, 1, 1]	[{to}, {degrees}, {your}, {ninety}]	['rotate', 'rotate', 'ninety', 'to']	[1, 1, 1, 1]	['ADP']
355	move forward two feet	4	[2]	[{forward, feet}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']
356	rotate to your right again	5	[2]	[{to, again}]	['rotate']	[1]	['VERB']	[1, 1]	[{right}, {your}]	['rotate', 'to']	[1, 1]	['ADP']
357	move forward at ninety degrees	5	[2]	[{at, forward}]	['move']	[1]	['VERB']	[1, 1]	[{degrees}, {ninety}]	['move', 'at']	[1, 1]	['ADP']
358	move forward seven feet and stop	6	[4]	[{and, feet, stop, forward}]	['move']	[1]	['VERB']	[1]	[{seven}]	['move']	[1]	['VERB']
359	rotate to your left ninety degrees	6	[2]	[{left, your}]	['degrees']	[1]	['NOUN']	[1, 1, 1]	[{to}, {degrees}, {ninety}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
360	move forward two feet	4	[2]	[{feet, forward}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']
361	rotate to your left ninety degrees	6	[2]	[{your, left}]	['degrees']	[1]	['NOUN']	[1, 1, 1]	[{to}, {degrees}, {ninety}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
362	move forward ten feet	4	[2]	[{forward, feet}]	['move']	[1]	['VERB']	[1]	[{ten}]	['move']	[1]	['VERB']
363	rotate to your left ninety degrees	6	[2]	[{your, left}]	['degrees']	[1]	['NOUN']	[1, 1, 1]	[{to}, {degrees}, {ninety}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
364	move forward two feet and stop	6	[4]	[{and, feet, stop, forward}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']
365	rotate to your left ninety degrees	6	[2]	[{left, your}]	['degrees']	[1]	['NOUN']	[1, 1, 1]	[{to}, {degrees}, {ninety}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
366	move forward two feet	4	[2]	[{feet, forward}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']
367	rotate to your right ninety degrees	6	[2]	[{your, ninety}]	['to']	[1]	['ADP']	[1, 1, 1]	[{to}, {degrees}, {right}]	['rotate', 'rotate', 'degrees']	[1, 1, 1]	['NOUN']
368	and move forward seven feet and stop	7	[5]	[{and, forward, feet, and, stop}]	['move']	[1]	['VERB']	[1]	[{seven}]	['move']	[1]	['VERB']
369	move forward two feet	4	[2]	[{forward, feet}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']
370	rotate to your right	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {right}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
371	move forward seven feet and stop	6	[4]	[{and, feet, stop, forward}]	['move']	[1]	['VERB']	[1]	[{seven}]	['move']	[1]	['VERB']
372	move forward about two feet	5	[2]	[{about, forward}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {two}]	['move', 'about']	[1, 1]	['ADV']
373	rotate to your right	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {right}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
374	move forward about ten feet	5	[2]	[{forward, about}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {ten}]	['move', 'about']	[1, 1]	['ADP']
375	rotate to your right ninety degrees	6	[2]	[{ninety, your}]	['to']	[1]	['ADP']	[1, 1, 1]	[{to}, {degrees}, {right}]	['rotate', 'rotate', 'degrees']	[1, 1, 1]	['NOUN']
376	move forward two feet and stop	6	[4]	[{stop, feet, forward, and}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']
377	move forward about two feet	5	[2]	[{about, forward}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {two}]	['move', 'about']	[1, 1]	['ADV']
378	rotate to your left	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {left}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
379	move forward about ten feet	5	[2]	[{about, forward}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {ten}]	['move', 'about']	[1, 1]	['ADP']
380	rotate to your left ninety degrees	6	[2]	[{left, your}]	['degrees']	[1]	['NOUN']	[1, 1, 1]	[{to}, {degrees}, {ninety}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
381	move forward about two feet	5	[2]	[{forward, about}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {two}]	['move', 'about']	[1, 1]	['ADV']
382	turn all the way around	5	[2, 2]	[{way, around}, {all, the}]	['turn', 'turn']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
383	so you are facing the other direction	7	[4, 2]	[{direction, are, so, you}, {the, other}]	['facing', 'facing']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
384	or rotate one hundred eighty degrees	6	[2, 2]	[{degrees, or}, {one, hundred}]	['rotate', 'degrees']	[1, 1]	['NOUN']	[1]	[{eighty}]	['rotate']	[1]	['VERB']
385	rotate to your left ninety degrees	6	[2]	[{left, your}]	['degrees']	[1]	['NOUN']	[1, 1, 1]	[{to}, {degrees}, {ninety}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']
386	move forward seven feet and stop	6	[4]	[{forward, and, feet, stop}]	['move']	[1]	['VERB']	[1]	[{seven}]	['move']	[1]	['VERB']
387	move forward two feet	4	[2]	[{feet, forward}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']
388	rotate to your right ninety degrees	6	[2]	[{ninety, your}]	['to']	[1]	['ADP']	[1, 1, 1]	[{to}, {degrees}, {right}]	['rotate', 'rotate', 'degrees']	[1, 1, 1]	['NOUN']
389	move forward ten feet	4	[2]	[{feet, forward}]	['move']	[1]	['VERB']	[1]	[{ten}]	['move']	[1]	['VERB']
390	rotate to your right ninety degrees	6	[2]	[{your, ninety}]	['to']	[1]	['ADP']	[1, 1, 1]	[{to}, {degrees}, {right}]	['rotate', 'rotate', 'degrees']	[1, 1, 1]	['NOUN']
