	cleaned_inst_segment	index
1157	and then walk straight along walk till you reach the purple spot which is the final destination for you	267.0
1159	take a turn of forty five degree angle towards your right	268.0
1160	and then walk straight walk till you reach the purple purple spot which is the destination for you	268.0
1162	take a turn of forty five degree angle towards your right	269.0
1163	and then walk straight across the diagonal the purple spot is the destination so walk till you reach there	269.0
1165	take a turn of one thirty five degree angles towards your right	270.0
1166	and then walk straight till you reach the purple spot which is the destination for you	270.0
1168	turn by an angle of ninety degrees towards your right	271.0
1169	walk straight after a few steps	271.0
1170	take a turn towards your left by ninety degrees	271.0
1171	walk straight after you have passed aki	271.0
1172	take few more steps again ahead	271.0
1173	and then take a right turn again	271.0
1174	till you reach the purple spot which is the destination	271.0
1176	take a turn of ninety degrees towards your left	272.0
1177	and walk straight till you reach the purple spot which is destination for you	272.0
1179	 walk straight for a few steps 	273.0
1180	and then take a ninety degree turn towards your left 	273.0
1181	 walk straight again till you pass aki	273.0
1182	after you pass aki take a few more steps 	273.0
1183	and then take a ninety degree turn towards your left 	273.0
1184	and then walk straight till you reach the purple spot which is the destination for you 	273.0
1186	walk straight after a few few steps	274.0
1187	take a turn of ninety degrees towards your left	274.0
1188	and then walk ahead of aki after you pass aki take few more steps	274.0
1189	and then take a ninety degree turn towards your left	274.0
1190	walk straight again till you reach the purple spot which is the destination for you	274.0
1192	 take a turn of ninety degrees towards your left 	275.0
1193	and then walk straight till you reach the purple spot	275.0
1194	the purple spot is the destination for you 	275.0
1195	 take a turn of one eighty degrees from the left 	276.0
1196	and then walk straight till you reach the purple spot	276.0
1197	the purple spot is the destination for you 	276.0
1198	 take a turn of one eighty degrees towards your left 	277.0
1199	and then walk straight till you reach the purple spot	277.0
1200	the purple spot is the destination for you 	277.0
1201	 take a turn of forty five degree angles towards your left 	278.0
1202	and then walk straight till you walk till you reach the purple spot	278.0
1203	the purple spot is the destination for you 	278.0
1204	 take a turn of ninety degrees towards your left 	279.0
1205	and then walk straight after a few steps 	279.0
1206	 take a turn of ninety degrees again on the left 	279.0
1207	and then walk straight walk till you pass aki	279.0
1208	after you pass aki take few more steps 	279.0
1209	and then take a turn towards your left by an angle of ninety degree 	279.0
1210	and then walk straight till you reach the purple spot	279.0
1211	the purple spot is the destination for you 	279.0
1212	 take a turn of one thirty five angles towards your left 	280.0
1213	and then walk straight walk till you reach the purple spot	280.0
1214	which is the destination for you 	280.0
1215	 just walk straight till you reach the purple spot	281.0
1216	which is the destination for you 	281.0
1217	 take a turn of ninety degrees towards your left 	282.0
1218	 walk straight for few steps 	282.0
1219	and then again take a turn of ninety degrees towards your left 	282.0
1220	 walk straight till you pass aki	283.0
1221	after you have passed aki take few more steps 	283.0
1222	and then take a left turn of around ninety degrees 	283.0
1223	and then walk straight walk till you reach	283.0
1224	the purple spot that is the destination for you 	283.0
1225	 take a turn of one eighty degrees towards your left 	284.0
1226	and then walk straight walk till you reach the purple spot	284.0
1227	that is the destination for you 	284.0
1228	 take a turn of forty five degrees towards your left 	285.0
1229	and then walk straight	285.0
1230	walk till you reach the purple spot	285.0
1231	the purple spot is the destination for you 	285.0
1232	 take a turn of one eighty degrees towards your left 	286.0
1233	and then walk straight after you have walked few steps 	286.0
1234	 take a turn towards your left by an angle of ninety degrees 	287.0
1235	 walk straight again	287.0
1236	walk till you pass aki	287.0
1237	after you have passed aki take few more steps ahead 	287.0
1238	and then take a turn of ninety degrees towards your left 	287.0
1239	 and walk straight	287.0
1240	walk till you reach the purple spot	287.0
1241	that is the destination for you 	287.0
1242	 take a turn of ninety degrees towards your left 	288.0
1243	and then walk straight walk till you reach the purple spot	288.0
1244	which is the destination for you 	288.0
1245	 take a turn of forty five degrees towards your left 	289.0
1246	and then walk straight walk till you reach the purple spot	289.0
1247	that is the destination for you 	289.0
1248	 take a turn of one eighty degrees towards your left after you have taken the turn 	290.0
1249	 walk straight till you reach the purple spot	290.0
1250	the purple spot is the destination for you 	290.0
1251	take a turn of one thirty five degrees towards your left	291.0
1252	and then walk straight	291.0
1253	walk till you reach the purple spot	291.0
1254	take a turn of one thirty five degrees towards your right	292.0
1255	and then walk straight till you reach the purple spot	292.0
1257	 take a turn of forty five degrees towards your right 	293.0
1258	and then walk straight	293.0
1259	walk till you reach the purple spot	293.0
1260	that is the destination for you 	293.0
1261	 take a turn of forty five degrees towards your left 	294.0
1262	and then walk straight till you reach the purple spot	294.0
1263	the purple spot is the destination for you 	294.0
1264	 walk straight after you complete few steps 	295.0
1265	and then take a turn of ninety degree angles towards your left 	295.0
1266	 walk straight again till you pass aki	296.0
1267	after you have passed aki take few more steps 	296.0
1268	and then take left turn of around ninety degrees 	296.0
1269	and then walk straight the walk till you reach the purple spot	296.0
1270	the purple spot is the destination for you 	296.0
1271	 take a turn of ninety degrees towards your right 	297.0
1272	and then walk straight till you reach the purple spot	297.0
1273	which is the destination for you 	297.0
1274	 take a turn of forty five degree angles towards your right 	298.0
1275	and then walk straight till you reach the purple spot 	298.0
1277	take a turn of one thirty five angles towards your right	299.0
1278	and then walk straight till you reach the purple spot	299.0
1280	take an angle of forty five degrees towards your left	300.0
1281	and then walk straight till you reach the purple spot	300.0
1283	take a turn of one thirty five degrees towards your left	301.0
1284	and then walk straight till you reach the purple spot	301.0
1286	take a turn of one thirty five degrees towards your right	302.0
1287	and then walk straight till you reach the purple spot	302.0
1289	 take a turn of ninety degrees towards your right 	303.0
1290	and then walk straight after walking few steps 	303.0
1291	 take a turn towards your left by an angle of ninety degree 	304.0
1292	and then walk straight again	304.0
1293	after you have passed aki take few more steps 	304.0
1294	And take a left turn of around ninety degrees 	304.0
1295	 walk straight till you reach the bubble spot	304.0
1296	the bubble spot is the destination for you 	304.0
1297	walk straight till you reach the bubble spot	304.0
1299	take a turn of one thirty five degrees towards your left	305.0
1300	and then walk straight till you reach the bubble spot which is the destination for you	305.0
1302	take a turn of forty five degrees towards your right	306.0
1303	and then walk straight till you reach the bubble spot	306.0
1305	 walk straight after walking few steps 	307.0
1306	 take a right turn of ninety degree angles 	307.0
1307	and then walk straight again after you have passed aki	307.0
1308	take few more steps 	307.0
1309	and then take a right turn of ninety degree angles 	307.0
1310	 walk straight again till you reach the purple spot	307.0
1311	which is the destination for you 	307.0
1312	 take a turn of one thirty five degrees towards your right 	308.0
1313	and then walk straight till you reach the purple spot	308.0
1314	which is the destination for you 	308.0
1315	 walk straight after you have covered few steps 	309.0
1316	 take a right turn of by an angle of ninety degrees 	309.0
1317	 walk till you pass aki after you have passed aki	309.0
1318	take few more steps 	309.0
1319	and then take a ninety degree turn towards your right	309.0
1320	walk straight again till you reach the purple spot	309.0
1322	take a turn of ninety degrees towards your right	310.0
1323	and then walk straight till you reach the purple spot	310.0
1325	take a turn of one thirty five degrees towards your right	311.0
1326	and then walk straight till you reach the purple spot	311.0
1327	walk straight till you reach the purple spot	311.0
1329	take a turn of ninety degrees towards your right	312.0
1330	and then walk straight walk till you reach the purple spot	312.0
1332	take a turn of forty five degrees towards your left	313.0
1333	and then walk straight till you reach the purple spot	313.0
1335	 take a turn of ninety degrees towards your right 	314.0
1336	 walk straight for few steps 	314.0
1337	 take a left turn by ninety degrees 	314.0
1338	 walk straight again till you pass aki	314.0
1339	after you have passed aki take few more steps straight 	314.0
1340	and then take a left turn by an angle of ninety degrees 	314.0
1341	and then walk straight again till you reach the purple spot 	314.0
1343	take a turn of one thirty five degrees towards your left	315.0
1344	and then walk straight walk till you reach the purple spot	315.0
1345	walk straight till you reach the purple spot	315.0
1347	 take a turn towards your right by an angle of ninety degrees 	316.0
1348	and then walk straight after walking for few steps 	316.0
1349	 take a left turn by an angle of ninety degrees 	316.0
1350	and then walk straight again walk till you pass aki	316.0
1351	after you have passed aki take few more steps 	316.0
1352	and then make a left turn by an angle of ninety degrees 	316.0
1353	and then walk straight walk till you reach the purple spot 	316.0
1355	take a turn of forty five degrees towards your left	317.0
1356	and then walk straight	317.0
1357	walk till you reach the purple spot	317.0
1358	take a turn of forty five degrees towards your right	318.0
1359	and then walk straight walk till you reach the purple spot	318.0
1361	 walk straight after walking for few steps 	319.0
1362	 take a left turn by an angle of ninety degrees 	319.0
1363	and then walk straight again	319.0
1364	after you have passed aki take few more steps 	319.0
1365	and then take a left turn by an angle of ninety degrees 	319.0
1366	 walk straight ahead till you reach the purple spot 	319.0
1368	 take a left turn by an angle of ninety degrees 	320.0
1369	 walk straight for few steps 	320.0
1370	and then again take a left turn by ninety degrees 	320.0
1371	 walk till you pass aki	320.0
1372	after you have passed aki take a few more steps 	320.0
1373	and then make a left turn by an angle of ninety degrees 	320.0
1374	and then walk straight till you reach the purple spot 	320.0
