trans_info	Unnamed: 2	instruction_segment	instruction_segment.1	Instruction	Instruction2
86	a23.trans	[' move forward about four feet and stop ']	move forward about four feet and stop	 move forward about four feet and stop 	[' move forward about four feet and stop ']
86	a23.trans	[' rotate to your left ninety degrees ']	rotate to your left ninety degrees	 rotate to your left ninety degrees 	[' rotate to your left ninety degrees ']
86	a23.trans	[' and move forward seven feet and stop ']	and move forward seven feet and stop	 and move forward seven feet and stop 	[' and move forward seven feet and stop ']
					
87	a24.trans	 rotate to your right ninety degrees 	rotate to your right ninety degrees	 rotate to your right ninety degrees 	[' rotate to your right ninety degrees ']
87	a24.trans	 move forward about two feet 	move forward about two feet	 move forward about two feet 	[' move forward about two feet ']
87	a24.trans	 rotate to your right again 	rotate to your right again	 rotate to your right again 	[' rotate to your right again ']
87	a24.trans	 move forward ten feet 	move forward ten feet	 move forward ten feet 	[' move forward ten feet ']
87	a24.trans	 rotate to your right again 	rotate to your right again	 rotate to your right again 	[' rotate to your right again ']
87	a24.trans	 move forward two feet and stop 	move forward two feet and stop	 move forward two feet and stop 	[' move forward two feet and stop ']
87	a24.trans				
88	a25.trans	 move forward about three and a half feet and stop 	move forward about three and a half feet and stop	 move forward about three and a half feet and stop 	[' move forward about three and a half feet and stop ']
88	a25.trans				
89	a26.trans	 rotate to your left ninety degrees 	rotate to your left ninety degrees	 rotate to your left ninety degrees 	[' rotate to your left ninety degrees ']
89	a26.trans	 go forward about two feet 	go forward about two feet	 go forward about two feet 	[' go forward about two feet ']
89	a26.trans	 rotate to your right ninety degrees 	rotate to your right ninety degrees	 rotate to your right ninety degrees 	[' rotate to your right ninety degrees ']
89	a26.trans	 go about ten feet 	go about ten feet	 go about ten feet 	[' go about ten feet ']
89	a26.trans	 rotate to your right ninety degrees 	rotate to your right ninety degrees	 rotate to your right ninety degrees 	[' rotate to your right ninety degrees ']
89	a26.trans	 and go two feet and stop 	and go two feet and stop	 and go two feet and stop 	[' and go two feet and stop ']
89	a26.trans				
90	a27.trans	[' turn all the way around or turn one hundred and eighty degrees 	turn all the way around or turn one hundred and eighty degrees so you are facing the other direction	 turn all the way around or turn one hundred and eighty degrees so you are facing the other direction 	[' turn all the way around or turn one hundred and eighty degrees 
90		so you are facing the other direction ']			so you are facing the other direction ']
90	a27.trans	[' and move forward three and a half feet ']	and move forward three and a half feet	 and move forward three and a half feet 	[' and move forward three and a half feet ']
90	a27.trans				
91	a28.trans	 rotate to your right ninety degrees 	rotate to your right ninety degrees	 rotate to your right ninety degrees 	[' rotate to your right ninety degrees ']
91	a28.trans	 then move forward three and a half feet 	then move forward three and a half feet	and then move forward three and a half feet 	['and then move forward three and a half feet ']
91	a28.trans				
92	a29.trans	 rotate to your left ninety degrees 	rotate to your left ninety degrees	 rotate to your left ninety degrees 	[' rotate to your left ninety degrees ']
92	a29.trans	 move forward about four feet 	move forward about four feet	 move forward about four feet 	[' move forward about four feet ']
92	a29.trans	 rotate to your left again ninety degrees 	rotate to your left again ninety degrees	 rotate to your left again ninety degrees 	[' rotate to your left again ninety degrees ']
92	a29.trans	 move forward about seven feet and stop 	move forward about seven feet and stop	 move forward about seven feet and stop 	[' move forward about seven feet and stop ']
92	a29.trans				
93	a30.trans	 move forward about four feet 	move forward about four feet	 move forward about four feet 	[' move forward about four feet ']
93	a30.trans	 rotate to your left 	rotate to your left	 rotate to your left 	[' rotate to your left ']
93	a30.trans	 and move forward again about seven feet and stop 	and move forward again about seven feet and stop	 and move forward again about seven feet and stop 	[' and move forward again about seven feet and stop ']
93	a30.trans				
94	a31.trans	[' turn all the way around so you are facing the other direction	turn all the way around so you are facing the other direction or rotate one hundred and eighty degrees	 turn all the way around so you are facing the other direction or rotate one hundred and eighty degrees 	[' turn all the way around so you are facing the other direction
94		or rotate one hundred and eighty degrees ']			or rotate one hundred and eighty degrees ']
94	a31.trans	['and then move forward about three and half feet ']	then move forward about three and half feet	and then move forward about three and half feet 	['and then move forward about three and half feet ']
	a31.trans				
95	a32.trans	[' rotate all the way around	rotate all the way around so you are facing the other direction one hundred and eighty degrees	 rotate all the way around so you are facing the other direction one hundred and eighty degrees 	[' rotate all the way around
95		so you are facing the other direction one hundred and eighty degrees ']			so you are facing the other direction one hundred and eighty degrees ']
95	a32.trans	['and then move forward three and a half feet ']	then move forward three and a half feet	and then move forward three and a half feet 	['and then move forward three and a half feet ']
	a32.trans				
96	a33.trans	 rotate to your left ninety degrees 	rotate to your left ninety degrees	 rotate to your left ninety degrees 	[' rotate to your left ninety degrees ']
96	a33.trans	 move forward about two feet 	move forward about two feet	 move forward about two feet 	[' move forward about two feet ']
96	a33.trans	 rotate to your right ninety degrees 	rotate to your right ninety degrees	 rotate to your right ninety degrees 	[' rotate to your right ninety degrees ']
96	a33.trans	 move forward about ten feet 	move forward about ten feet	 move forward about ten feet 	[' move forward about ten feet ']
96	a33.trans	 rotate to your right again ninety degrees 	rotate to your right again ninety degrees	 rotate to your right again ninety degrees 	[' rotate to your right again ninety degrees ']
96	a33.trans	 and move forward two feet and stop 	and move forward two feet and stop	 and move forward two feet and stop 	[' and move forward two feet and stop ']
96	a33.trans				
97	a34.trans	 rotate to your left ninety degrees 	rotate to your left ninety degrees	 rotate to your left ninety degrees 	[' rotate to your left ninety degrees ']
97	a34.trans	 move forward about two feet 	move forward about two feet	 move forward about two feet 	[' move forward about two feet ']
97	a34.trans	 rotate to your right ninety degrees 	rotate to your right ninety degrees	 rotate to your right ninety degrees 	[' rotate to your right ninety degrees ']
97	a34.trans	 move forward seven feet and stop 	move forward seven feet and stop	 move forward seven feet and stop 	[' move forward seven feet and stop ']
97	a34.trans				
98	a35.trans	 rotate to your right about ninety degrees 	rotate to your right about ninety degrees	 rotate to your right about ninety degrees 	[' rotate to your right about ninety degrees ']
98	a35.trans	 move forward two feet 	move forward two feet	 move forward two feet 	[' move forward two feet ']
98	a35.trans	 rotate to your right again 	rotate to your right again	 rotate to your right again 	[' rotate to your right again ']
98	a35.trans	 move forward at ninety degrees 	move forward at ninety degrees	 move forward at ninety degrees 	[' move forward at ninety degrees ']
98	a35.trans	 move forward seven feet and stop 	move forward seven feet and stop	 move forward seven feet and stop 	[' move forward seven feet and stop ']
98	a35.trans				
99	a36.trans	 rotate to your left ninety degrees 	rotate to your left ninety degrees	 rotate to your left ninety degrees 	[' rotate to your left ninety degrees ']
99	a36.trans	 move forward two feet 	move forward two feet	 move forward two feet 	[' move forward two feet ']
99	a36.trans	 rotate to your left ninety degrees 	rotate to your left ninety degrees	 rotate to your left ninety degrees 	[' rotate to your left ninety degrees ']
99	a36.trans	 move forward ten feet 	move forward ten feet	 move forward ten feet 	[' move forward ten feet ']
99	a36.trans	 rotate to your left ninety degrees 	rotate to your left ninety degrees	 rotate to your left ninety degrees 	[' rotate to your left ninety degrees ']
99	a36.trans	 move forward two feet and stop 	move forward two feet and stop	 move forward two feet and stop 	[' move forward two feet and stop ']
99	a36.trans				
100	a37.trans	 rotate to your left ninety degrees 	rotate to your left ninety degrees	 rotate to your left ninety degrees 	[' rotate to your left ninety degrees ']
100	a37.trans	 move forward two feet 	move forward two feet	 move forward two feet 	[' move forward two feet ']
100	a37.trans	 rotate to your right ninety degrees 	rotate to your right ninety degrees	 rotate to your right ninety degrees 	[' rotate to your right ninety degrees ']
100	a37.trans	 and move forward seven feet and stop 	and move forward seven feet and stop	 and move forward seven feet and stop 	[' and move forward seven feet and stop ']
100	a37.trans				
101	a38.trans	 move forward two feet 	move forward two feet	 move forward two feet 	[' move forward two feet ']
101	a38.trans	 rotate to your right 	rotate to your right	 rotate to your right 	[' rotate to your right ']
101	a38.trans	 move forward seven feet and stop 	move forward seven feet and stop	 move forward seven feet and stop 	[' move forward seven feet and stop ']
101	a38.trans				
102	a39.trans	 move forward about two feet 	move forward about two feet	 move forward about two feet 	[' move forward about two feet ']
102	a39.trans	 rotate to your right 	rotate to your right	 rotate to your right 	[' rotate to your right ']
102	a39.trans	 move forward about ten feet 	move forward about ten feet	 move forward about ten feet 	[' move forward about ten feet ']
102	a39.trans	 rotate to your right ninety degrees 	rotate to your right ninety degrees	 rotate to your right ninety degrees 	[' rotate to your right ninety degrees ']
102	a39.trans	 move forward two feet and stop 	move forward two feet and stop	 move forward two feet and stop 	[' move forward two feet and stop ']
102	a39.trans				
103	a40.trans	 move forward about two feet 	move forward about two feet	 move forward about two feet 	[' move forward about two feet ']
103	a40.trans	 rotate to your left 	rotate to your left	 rotate to your left 	[' rotate to your left ']
103	a40.trans	 move forward about ten feet 	move forward about ten feet	 move forward about ten feet 	[' move forward about ten feet ']
103	a40.trans	 rotate to your left ninety degrees 	rotate to your left ninety degrees	 rotate to your left ninety degrees 	[' rotate to your left ninety degrees ']
103	a40.trans	 move forward about two feet 	move forward about two feet	 move forward about two feet 	[' move forward about two feet ']
103	a40.trans				
104	a41.trans	[' turn all the way around so you are facing the other direction	turn all the way around so you are facing the other direction or rotate one hundred eighty degrees	 turn all the way around so you are facing the other direction or rotate one hundred eighty degrees 	[' turn all the way around so you are facing the other direction
104		or rotate one hundred eighty degrees ']			or rotate one hundred eighty degrees ']
104	a41.trans	 rotate to your left ninety degrees 	rotate to your left ninety degrees	 rotate to your left ninety degrees 	[' rotate to your left ninety degrees ']
104	a41.trans	 move forward seven feet and stop 	move forward seven feet and stop	 move forward seven feet and stop 	[' move forward seven feet and stop ']
