	segments	length_segment	dep_count_k	dependents_k	head_k	head_kLength	posK	dep_count_p	dependents_p	head_p	head_pLength	posP	index	depSum_p	depSum_k	headSum_p	headSum_k	cohesion	cohesion_norm	ifmt	inst_len	ifmt_norm
152	move three feet forward	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{forward}, {three}, {feet}]	['move', 'forward', 'move']	[1, 1, 1]	['VERB']	44.0	3	0	3	0	-3	-0.75	2.0	24.0	0.08
153	mok turn left	3	[2]	[{left, mok}]	['turn']	[1]	['NOUN']	[]	[]	[]	[]	[]	45.0	0	2	0	1	2	0.67	1.0	11.0	0.09
154	move two feet forward	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{forward}, {two}, {feet}]	['move', 'forward', 'move']	[1, 1, 1]	['VERB']	45.0	3	0	3	0	-3	-0.75	-10.0	13.0	-0.77
155	turn right	2	[]	[]	[]	[]	[]	[1]	[{right}]	['turn']	[1]	['VERB']	45.0	1	0	1	0	-1	-0.5	-2.0	20.0	-0.1
156	move eleven feet	3	[]	[]	[]	[]	[]	[1, 1]	[{feet}, {eleven}]	['move', 'move']	[1, 1]	['VERB']	45.0	2	0	2	0	-2	-0.67	-8.0	22.0	-0.36
157	turn right	2	[]	[]	[]	[]	[]	[1]	[{right}]	['turn']	[1]	['VERB']	45.0	1	0	1	0	-1	-0.5	-8.0	22.0	-0.36
158	move two feet	3	[]	[]	[]	[]	[]	[1, 1]	[{feet}, {two}]	['move', 'move']	[1, 1]	['VERB']	45.0	2	0	2	0	-2	-0.67	-8.0	20.0	-0.4
159	mok move four feet forward	5	[2]	[{mok, forward}]	['move']	[1]	['VERB']	[1, 1]	[{four}, {feet}]	['forward', 'move']	[1, 1]	['VERB']	46.0	2	2	2	1	0	0.0	-8.0	20.0	-0.4
160	turn left	2	[]	[]	[]	[]	[]	[1]	[{left}]	['turn']	[1]	['VERB']	46.0	1	0	1	0	-1	-0.5	-10.0	18.0	-0.56
161	move seven feet	3	[]	[]	[]	[]	[]	[1, 1]	[{feet}, {seven}]	['move', 'move']	[1, 1]	['VERB']	46.0	2	0	2	0	-2	-0.67	-10.0	18.0	-0.56
162	mok move two feet backwards	5	[3]	[{feet, mok, backwards}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']	47.0	1	3	1	1	2	0.4	-4.0	5.0	-0.8
163	turn left	2	[]	[]	[]	[]	[]	[1]	[{left}]	['turn']	[1]	['VERB']	47.0	1	0	1	0	-1	-0.5	-5.0	21.0	-0.24
164	move seven feet	3	[]	[]	[]	[]	[]	[1, 1]	[{feet}, {seven}]	['move', 'move']	[1, 1]	['VERB']	47.0	2	0	2	0	-2	-0.67	1.0	23.0	0.04
165	mok move backwards a foot	5	[3]	[{mok, foot, backwards}]	['move']	[1]	['NOUN']	[1]	[{a}]	['move']	[1]	['NOUN']	48.0	1	3	1	1	2	0.4	-3.0	9.0	-0.33
166	turn right	2	[]	[]	[]	[]	[]	[1]	[{right}]	['turn']	[1]	['VERB']	48.0	1	0	1	0	-1	-0.5	-4.0	24.0	-0.17
167	move eleven feet	3	[]	[]	[]	[]	[]	[1, 1]	[{feet}, {eleven}]	['move', 'move']	[1, 1]	['VERB']	48.0	2	0	2	0	-2	-0.67	-11.0	21.0	-0.52
168	turn left	2	[]	[]	[]	[]	[]	[1]	[{left}]	['turn']	[1]	['VERB']	48.0	1	0	1	0	-1	-0.5	-3.0	9.0	-0.33
169	and move a foot	4	[2]	[{foot, and}]	['move']	[1]	['VERB']	[1]	[{a}]	['move']	[1]	['VERB']	48.0	1	2	1	1	1	0.25	-7.0	9.0	-0.78
170	mok move two feet up	5	[3]	[{up, feet, mok}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']	49.0	1	3	1	1	2	0.4	-3.0	21.0	-0.14
171	turn right	2	[]	[]	[]	[]	[]	[1]	[{right}]	['turn']	[1]	['VERB']	49.0	1	0	1	0	-1	-0.5	-8.0	20.0	-0.4
172	move seven feet	3	[]	[]	[]	[]	[]	[1, 1]	[{feet}, {seven}]	['move', 'move']	[1, 1]	['VERB']	49.0	2	0	2	0	-2	-0.67	-4.0	5.0	-0.8
173	mok turn left	3	[2]	[{left, mok}]	['turn']	[1]	['NOUN']	[]	[]	[]	[]	[]	50.0	0	2	0	1	2	0.67	-6.0	13.0	-0.46
174	move two feet up	4	[2]	[{up, feet}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']	50.0	1	2	1	1	1	0.25	-3.0	9.0	-0.33
175	turn left no turn right	5	[3]	[{right, turn, turn}]	['left']	[1]	['VERB']	[1]	[{no}]	['left']	[1]	['VERB']	50.0	1	3	1	1	2	0.4	1.0	4.0	0.25
176	move seven feet forward	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{forward}, {seven}, {feet}]	['move', 'forward', 'move']	[1, 1, 1]	['VERB']	50.0	3	0	3	0	-3	-0.75	-6.0	13.0	-0.46
177	mok turn left	3	[2]	[{left, mok}]	['turn']	[1]	['NOUN']	[]	[]	[]	[]	[]	51.0	0	2	0	1	2	0.67	-3.0	9.0	-0.33
178	move three feet forward	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{forward}, {three}, {feet}]	['move', 'forward', 'move']	[1, 1, 1]	['VERB']	51.0	3	0	3	0	-3	-0.75	-3.0	11.0	-0.27
179	mok turn left	3	[2]	[{mok, left}]	['turn']	[1]	['NOUN']	[]	[]	[]	[]	[]	52.0	0	2	0	1	2	0.67	-5.0	23.0	-0.22
180	move two feet up	4	[2]	[{up, feet}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']	52.0	1	2	1	1	1	0.25	-10.0	18.0	-0.56
181	turn right	2	[]	[]	[]	[]	[]	[1]	[{right}]	['turn']	[1]	['VERB']	52.0	1	0	1	0	-1	-0.5	-4.0	12.0	-0.33
182	move seven feet forward	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{forward}, {seven}, {feet}]	['move', 'forward', 'move']	[1, 1, 1]	['VERB']	52.0	3	0	3	0	-3	-0.75	-4.0	5.0	-0.8
183	mok move three feet forward	5	[2]	[{forward, mok}]	['move']	[1]	['VERB']	[1, 1]	[{three}, {feet}]	['forward', 'move']	[1, 1]	['VERB']	53.0	2	2	2	1	0	0.0	-7.0	9.0	-0.78
184	mok turn left	3	[2]	[{mok, left}]	['turn']	[1]	['NOUN']	[]	[]	[]	[]	[]	54.0	0	2	0	1	2	0.67	-3.0	16.0	-0.19
185	move four feet forward	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{forward}, {four}, {feet}]	['move', 'forward', 'move']	[1, 1, 1]	['VERB']	54.0	3	0	3	0	-3	-0.75	-6.0	20.0	-0.3
186	turn left	2	[]	[]	[]	[]	[]	[1]	[{left}]	['turn']	[1]	['VERB']	54.0	1	0	1	0	-1	-0.5	-4.0	5.0	-0.8
187	move seven feet	3	[]	[]	[]	[]	[]	[1, 1]	[{feet}, {seven}]	['move', 'move']	[1, 1]	['VERB']	54.0	2	0	2	0	-2	-0.67	-11.0	21.0	-0.52
188	mok go back four feet	5	[3]	[{feet, back, mok}]	['go']	[1]	['VERB']	[1]	[{four}]	['go']	[1]	['VERB']	55.0	1	3	1	1	2	0.4	-6.0	20.0	-0.3
189	turn right	2	[]	[]	[]	[]	[]	[1]	[{right}]	['turn']	[1]	['VERB']	55.0	1	0	1	0	-1	-0.5	-8.0	17.0	-0.47
190	move seven feet	3	[]	[]	[]	[]	[]	[1, 1]	[{feet}, {seven}]	['move', 'move']	[1, 1]	['VERB']	55.0	2	0	2	0	-2	-0.67	-7.0	9.0	-0.78
191	mok turn left	3	[2]	[{mok, left}]	['turn']	[1]	['NOUN']	[]	[]	[]	[]	[]	56.0	0	2	0	1	2	0.67	-3.0	11.0	-0.27
192	move four feet up	4	[2]	[{feet, up}]	['move']	[1]	['VERB']	[1]	[{four}]	['move']	[1]	['VERB']	56.0	1	2	1	1	1	0.25	-8.0	17.0	-0.47
193	turn left	2	[]	[]	[]	[]	[]	[1]	[{left}]	['turn']	[1]	['VERB']	56.0	1	0	1	0	-1	-0.5	-1.0	19.0	-0.05
194	move seven feet	3	[]	[]	[]	[]	[]	[1, 1]	[{feet}, {seven}]	['move', 'move']	[1, 1]	['VERB']	56.0	2	0	2	0	-2	-0.67	-4.0	13.0	-0.31
195	mok turn right	3	[2]	[{right, mok}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]	57.0	0	2	0	1	2	0.67	1.0	10.0	0.1
196	move two feet up	4	[2]	[{up, feet}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']	57.0	1	2	1	1	1	0.25	-3.0	20.0	-0.15
197	turn right	2	[]	[]	[]	[]	[]	[1]	[{right}]	['turn']	[1]	['VERB']	57.0	1	0	1	0	-1	-0.5	1.0	4.0	0.25
198	move eleven feet	3	[]	[]	[]	[]	[]	[1, 1]	[{feet}, {eleven}]	['move', 'move']	[1, 1]	['VERB']	57.0	2	0	2	0	-2	-0.67	-4.0	16.0	-0.25
199	turn right	2	[]	[]	[]	[]	[]	[1]	[{right}]	['turn']	[1]	['VERB']	57.0	1	0	1	0	-1	-0.5	3.0	11.0	0.27
200	move two feet	3	[]	[]	[]	[]	[]	[1, 1]	[{feet}, {two}]	['move', 'move']	[1, 1]	['VERB']	57.0	2	0	2	0	-2	-0.67	-5.0	12.0	-0.42
201	mok move two feet back	5	[3]	[{mok, back, feet}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']	58.0	1	3	1	1	2	0.4	4.0	17.0	0.24
202	turn left	2	[]	[]	[]	[]	[]	[1]	[{left}]	['turn']	[1]	['VERB']	58.0	1	0	1	0	-1	-0.5	-1.0	12.0	-0.08
203	move eleven feet	3	[]	[]	[]	[]	[]	[1, 1]	[{feet}, {eleven}]	['move', 'move']	[1, 1]	['VERB']	58.0	2	0	2	0	-2	-0.67	0.0	22.0	0.0
204	turn right	2	[]	[]	[]	[]	[]	[1]	[{right}]	['turn']	[1]	['VERB']	58.0	1	0	1	0	-1	-0.5	-1.0	22.0	-0.05
205	move two feet	3	[]	[]	[]	[]	[]	[1, 1]	[{feet}, {two}]	['move', 'move']	[1, 1]	['VERB']	58.0	2	0	2	0	-2	-0.67	1.0	6.0	0.17
206	mok turn left	3	[2]	[{mok, left}]	['turn']	[1]	['NOUN']	[]	[]	[]	[]	[]	59.0	0	2	0	1	2	0.67	-4.0	16.0	-0.25
207	move three feet forward	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{forward}, {three}, {feet}]	['move', 'forward', 'move']	[1, 1, 1]	['VERB']	59.0	3	0	3	0	-3	-0.75	3.0	11.0	0.27
208	mok move forward	3	[2]	[{mok, forward}]	['move']	[1]	['VERB']	[]	[]	[]	[]	[]	60.0	0	2	0	1	2	0.67	-1.0	33.0	-0.03
209	turn left	2	[]	[]	[]	[]	[]	[1]	[{left}]	['turn']	[1]	['VERB']	60.0	1	0	1	0	-1	-0.5	-2.0	8.0	-0.25
210	move eleven feet	3	[]	[]	[]	[]	[]	[1, 1]	[{feet}, {eleven}]	['move', 'move']	[1, 1]	['VERB']	60.0	2	0	2	0	-2	-0.67	-1.0	17.0	-0.06
211	turn left	2	[]	[]	[]	[]	[]	[1]	[{left}]	['turn']	[1]	['VERB']	60.0	1	0	1	0	-1	-0.5	-6.0	28.0	-0.21
212	move a foot	3	[]	[]	[]	[]	[]	[1, 1]	[{foot}, {a}]	['move', 'move']	[1, 1]	['VERB']	60.0	2	0	2	0	-2	-0.67	-5.0	12.0	-0.42
213	mok turn right	3	[2]	[{mok, right}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]	61.0	0	2	0	1	2	0.67	-6.0	8.0	-0.75
214	move four feet	3	[]	[]	[]	[]	[]	[1, 1]	[{feet}, {four}]	['move', 'move']	[1, 1]	['VERB']	61.0	2	0	2	0	-2	-0.67	-2.0	14.0	-0.14
215	turn right	2	[]	[]	[]	[]	[]	[1]	[{right}]	['turn']	[1]	['VERB']	61.0	1	0	1	0	-1	-0.5	-14.0	28.0	-0.5
216	move seven feet	3	[]	[]	[]	[]	[]	[1, 1]	[{feet}, {seven}]	['move', 'move']	[1, 1]	['VERB']	61.0	2	0	2	0	-2	-0.67	-4.0	26.0	-0.15
217	mok turn around	3	[2]	[{around, mok}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]	62.0	0	2	0	1	2	0.67	-8.0	16.0	-0.5
218	move three feet	3	[]	[]	[]	[]	[]	[1, 1]	[{feet}, {three}]	['move', 'move']	[1, 1]	['VERB']	62.0	2	0	2	0	-2	-0.67	-8.0	16.0	-0.5
219	mok go back two feet	5	[3]	[{feet, back, mok}]	['go']	[1]	['VERB']	[1]	[{two}]	['go']	[1]	['VERB']	63.0	1	3	1	1	2	0.4	-12.0	16.0	-0.75
220	turn left	2	[]	[]	[]	[]	[]	[1]	[{left}]	['turn']	[1]	['VERB']	63.0	1	0	1	0	-1	-0.5	-9.0	12.0	-0.75
221	move eleven feet	3	[]	[]	[]	[]	[]	[1, 1]	[{feet}, {eleven}]	['move', 'move']	[1, 1]	['VERB']	63.0	2	0	2	0	-2	-0.67	-5.0	17.0	-0.29
222	turn right	2	[]	[]	[]	[]	[]	[1]	[{right}]	['turn']	[1]	['VERB']	63.0	1	0	1	0	-1	-0.5	-12.0	16.0	-0.75
223	move two feet forward	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{forward}, {two}, {feet}]	['move', 'forward', 'move']	[1, 1, 1]	['VERB']	63.0	3	0	3	0	-3	-0.75	-15.0	20.0	-0.75
224	move ahead two feet	4	[2]	[{feet, ahead}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']	64.0	1	2	1	1	1	0.25	-5.0	12.0	-0.42
225	turn to your right	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {right}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	64.0	3	0	3	0	-3	-0.75	-6.0	8.0	-0.75
226	move ahead seven feet	4	[2]	[{feet, ahead}]	['move']	[1]	['VERB']	[1]	[{seven}]	['move']	[1]	['VERB']	64.0	1	2	1	1	1	0.25	3.0	23.0	0.13
227	turn left	2	[]	[]	[]	[]	[]	[1]	[{left}]	['turn']	[1]	['VERB']	65.0	1	0	1	0	-1	-0.5	0.0	6.0	0.0
228	move till you are facing your directly in front	9	[5]	[{directly, are, you, till, in}]	['move']	[1]	['VERB']	[1, 1, 1]	[{facing}, {your}, {front}]	['move', 'facing', 'facing']	[1, 1, 1]	['VERB']	65.0	3	5	3	1	2	0.22	-8.0	21.0	-0.38
229	or aki is directly in front of you	8	[4]	[{or, aki, in, directly}]	['is']	[1]	['VERB']	[1, 1, 1]	[{front}, {of}, {you}]	['is', 'in', 'front']	[1, 1, 1]	['NOUN']	65.0	3	4	3	1	1	0.12	-7.0	19.0	-0.37
230	turn left	2	[]	[]	[]	[]	[]	[1]	[{left}]	['turn']	[1]	['VERB']	65.0	1	0	1	0	-1	-0.5	-3.0	4.0	-0.75
231	move ahead two feet	4	[2]	[{feet, ahead}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']	65.0	1	2	1	1	1	0.25	-5.0	12.0	-0.42
232	take a right	3	[]	[]	[]	[]	[]	[1, 1]	[{right}, {a}]	['take', 'take']	[1, 1]	['VERB']	65.0	2	0	2	0	-2	-0.67	0.0	5.0	0.0
233	and move ahead just one foot	6	[3]	[{ahead, foot, and}]	['move']	[1]	['VERB']	[1, 1]	[{just}, {one}]	['foot', 'move']	[1, 1]	['VERB']	65.0	2	3	2	1	1	0.17	0.0	5.0	0.0
234	move forward about three and a half feet	8	[2, 3]	[{forward, feet}, {half, and, about}]	['move', 'feet']	[1, 1]	['NOUN']	[1, 1]	[{a}, {three}]	['three', 'move']	[1, 1]	['VERB']	66.0	2	5	2	2	3	0.38	5.0	24.0	0.21
235	move forward about six feet	5	[2]	[{forward, feet}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {six}]	['feet', 'move']	[1, 1]	['VERB']	67.0	2	2	2	1	0	0.0	1.0	19.0	0.05
236	turn left	2	[]	[]	[]	[]	[]	[1]	[{left}]	['turn']	[1]	['VERB']	67.0	1	0	1	0	-1	-0.5	-7.0	27.0	-0.26
237	and then move forward again about seven feet	8	[5]	[{again, about, forward, and, then}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {seven}]	['move', 'about']	[1, 1]	['ADP']	67.0	2	5	2	1	3	0.38	-3.0	4.0	-0.75
238	rotate to your right	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {right}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']	68.0	3	0	3	0	-3	-0.75	2.0	18.0	0.11
239	move forward about five feet	5	[2]	[{feet, forward}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {five}]	['feet', 'move']	[1, 1]	['VERB']	68.0	2	2	2	1	0	0.0	0.0	15.0	0.0
240	rotate again to your left	5	[2]	[{again, to}]	['rotate']	[1]	['VERB']	[1, 1]	[{left}, {your}]	['rotate', 'to']	[1, 1]	['ADP']	68.0	2	2	2	1	0	0.0	-9.0	12.0	-0.75
241	and move forward about seven feet	6	[3]	[{forward, feet, and}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {seven}]	['feet', 'move']	[1, 1]	['VERB']	68.0	2	3	2	1	1	0.17	-5.0	28.0	-0.18
242	move forward about two feet	5	[2]	[{about, forward}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {two}]	['move', 'about']	[1, 1]	['ADV']	69.0	2	2	2	1	0	0.0	2.0	14.0	0.14
243	rotate to your right	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {right}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']	69.0	3	0	3	0	-3	-0.75	2.0	7.0	0.29
244	move forward about ten feet	5	[2]	[{forward, about}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {ten}]	['move', 'about']	[1, 1]	['ADP']	69.0	2	2	2	1	0	0.0	-11.0	20.0	-0.55
245	rotate again to your right	5	[2]	[{to, again}]	['rotate']	[1]	['VERB']	[1, 1]	[{right}, {your}]	['rotate', 'to']	[1, 1]	['ADP']	69.0	2	2	2	1	0	0.0	-4.0	15.0	-0.27
246	and then move again two feet	6	[4]	[{again, feet, and, then}]	['move']	[1]	['VERB']	[1]	[{two}]	['move']	[1]	['VERB']	69.0	1	4	1	1	3	0.5	-6.0	8.0	-0.75
247	turn all the way around	5	[2, 2]	[{way, around}, {all, the}]	['turn', 'turn']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	70.0	0	4	0	2	4	0.8	-5.0	12.0	-0.42
248	you are facing the other direction	6	[3, 2]	[{are, you, direction}, {the, other}]	['facing', 'facing']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	70.0	0	5	0	2	5	0.83	-11.0	24.0	-0.46
249	or that is turn one hundred and eighty degrees	9	[4, 3]	[{is, degrees, that, or}, {eighty, one, and}]	['turn', 'degrees']	[1, 1]	['NOUN']	[1]	[{hundred}]	['turn']	[1]	['VERB']	70.0	1	7	1	2	6	0.67	-7.0	25.0	-0.28
250	move about two feet	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{feet}, {about}, {two}]	['move', 'feet', 'move']	[1, 1, 1]	['VERB']	71.0	3	0	3	0	-3	-0.75	-2.0	9.0	-0.22
251	rotate again to your right	5	[2]	[{to, again}]	['rotate']	[1]	['VERB']	[1, 1]	[{right}, {your}]	['rotate', 'to']	[1, 1]	['ADP']	71.0	2	2	2	1	0	0.0	-4.0	16.0	-0.25
252	move about seven feet	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{feet}, {about}, {seven}]	['move', 'feet', 'move']	[1, 1, 1]	['VERB']	71.0	3	0	3	0	-3	-0.75	-5.0	12.0	-0.42
253	rotate to your left	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {left}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']	71.0	3	0	3	0	-3	-0.75	-5.0	17.0	-0.29
254	then move forward about three or four feet four feet	10	[4, 2]	[{about, feet, forward, then}, {or, four}]	['move', 'feet']	[1, 1]	['NOUN']	[1, 1, 1]	[{feet}, {three}, {four}]	['move', 'about', 'move']	[1, 1, 1]	['VERB']	71.0	3	6	3	2	3	0.3	-6.0	8.0	-0.75
255	rotate to your left	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {left}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']	72.0	3	0	3	0	-3	-0.75	-3.0	4.0	-0.75
256	move seven feet forwards	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{forwards}, {seven}, {feet}]	['move', 'forwards', 'move']	[1, 1, 1]	['VERB']	72.0	3	0	3	0	-3	-0.75	-6.0	13.0	-0.46
257	move forward about two feet	5	[2]	[{forward, about}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {two}]	['move', 'about']	[1, 1]	['ADV']	73.0	2	2	2	1	0	0.0	10.0	44.0	0.23
258	then rotate to your right	5	[2]	[{to, then}]	['rotate']	[1]	['VERB']	[1, 1]	[{right}, {your}]	['rotate', 'to']	[1, 1]	['ADP']	73.0	2	2	2	1	0	0.0	5.0	11.0	0.45
259	then move forward about ten feet	6	[3]	[{feet, then, forward}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {ten}]	['feet', 'move']	[1, 1]	['VERB']	73.0	2	3	2	1	1	0.17	7.0	11.0	0.64
260	then rotate to your right again	6	[3]	[{then, to, again}]	['rotate']	[1]	['VERB']	[1, 1]	[{right}, {your}]	['rotate', 'to']	[1, 1]	['ADP']	73.0	2	3	2	1	1	0.17	7.0	13.0	0.54
261	and move forward about two feet	6	[3]	[{forward, and, feet}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {two}]	['feet', 'move']	[1, 1]	['VERB']	73.0	2	3	2	1	1	0.17	-2.0	14.0	-0.14
262	rotate to your left	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {left}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']	74.0	3	0	3	0	-3	-0.75	5.0	11.0	0.45
263	then move forward about three and a half feet	9	[3, 3]	[{forward, feet, then}, {half, and, about}]	['move', 'feet']	[1, 1]	['NOUN']	[1, 1]	[{a}, {three}]	['three', 'move']	[1, 1]	['VERB']	74.0	2	6	2	2	4	0.44	12.0	64.0	0.19
264	move forward about four feet	5	[2]	[{forward, feet}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {four}]	['feet', 'move']	[1, 1]	['VERB']	75.0	2	2	2	1	0	0.0	3.0	25.0	0.12
265	then rotate to your left	5	[2]	[{to, then}]	['rotate']	[1]	['VERB']	[1, 1]	[{left}, {your}]	['rotate', 'to']	[1, 1]	['ADP']	75.0	2	2	2	1	0	0.0	0.0	14.0	0.0
266	then move forward about seven feet	6	[3]	[{then, feet, forward}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {seven}]	['feet', 'move']	[1, 1]	['VERB']	75.0	2	3	2	1	1	0.17	6.0	14.0	0.43
267	rotate to your right	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {right}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']	76.0	3	0	3	0	-3	-0.75	13.0	21.0	0.62
268	then move forward about four feet	6	[3]	[{feet, then, forward}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {four}]	['feet', 'move']	[1, 1]	['VERB']	76.0	2	3	2	1	1	0.17	2.0	18.0	0.11
269	then rotate to your left	5	[2]	[{then, to}]	['rotate']	[1]	['VERB']	[1, 1]	[{left}, {your}]	['rotate', 'to']	[1, 1]	['ADP']	76.0	2	2	2	1	0	0.0	7.0	23.0	0.3
270	and move about seven feet stop	6	[3]	[{feet, and, stop}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {seven}]	['feet', 'move']	[1, 1]	['VERB']	76.0	2	3	2	1	1	0.17	4.0	22.0	0.18
271	move forward about three and a half feet and stop	10	[4, 3]	[{feet, forward, stop, and}, {about, and, half}]	['move', 'feet']	[1, 1]	['NOUN']	[1, 1]	[{a}, {three}]	['three', 'move']	[1, 1]	['VERB']	77.0	2	7	2	2	5	0.5	56.0	107.0	0.52
272	rotate to your left	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {left}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']	77.0	3	0	3	0	-3	-0.75	16.0	28.0	0.57
273	move forward about four feet	5	[2]	[{forward, feet}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {four}]	['feet', 'move']	[1, 1]	['VERB']	77.0	2	2	2	1	0	0.0	15.0	45.0	0.33
274	then rotate to your left again	6	[3]	[{again, then, to}]	['rotate']	[1]	['VERB']	[1, 1]	[{left}, {your}]	['rotate', 'to']	[1, 1]	['ADP']	77.0	2	3	2	1	1	0.17	20.0	49.0	0.41
275	and move forward about seven feet and stop	8	[5]	[{and, forward, feet, stop, and}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {seven}]	['feet', 'move']	[1, 1]	['VERB']	77.0	2	5	2	1	3	0.38	13.0	26.0	0.5
276	rotate ninety degrees to your right	6	[2]	[{to, degrees}]	['rotate']	[1]	['VERB']	[1, 1, 1]	[{ninety}, {right}, {your}]	['rotate', 'rotate', 'to']	[1, 1, 1]	['ADP']	78.0	3	2	3	1	-1	-0.17	13.0	32.0	0.41
277	move forward about two feet	5	[2]	[{about, forward}]	['move']	[1]	['VERB']	[1, 1]	[{feet}, {two}]	['move', 'about']	[1, 1]	['ADV']	78.0	2	2	2	1	0	0.0	20.0	39.0	0.51
278	rotate again to your right ninety degrees	7	[2, 2]	[{again, to}, {ninety, your}]	['rotate', 'to']	[1, 1]	['ADP']	[1, 1]	[{degrees}, {right}]	['rotate', 'degrees']	[1, 1]	['NOUN']	78.0	2	4	2	2	2	0.29	12.0	27.0	0.44
279	move forward about seven feet and stop	7	[4]	[{forward, stop, and, feet}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {seven}]	['feet', 'move']	[1, 1]	['VERB']	78.0	2	4	2	1	2	0.29	42.0	80.0	0.52
280	rotate to your left about ninety degrees	7	[2]	[{to, degrees}]	['rotate']	[1]	['VERB']	[1, 1, 1, 1]	[{left}, {your}, {about}, {ninety}]	['rotate', 'to', 'degrees', 'rotate']	[1, 1, 1, 1]	['VERB']	79.0	4	2	4	1	-2	-0.29	10.0	25.0	0.4
281	move forward three and a half feet and stop	9	[4, 2]	[{feet, stop, and, forward}, {and, half}]	['move', 'feet']	[1, 1]	['NOUN']	[1, 1]	[{a}, {three}]	['three', 'move']	[1, 1]	['VERB']	79.0	2	6	2	2	4	0.44	7.0	19.0	0.37
282	rotate about ninety degrees to your right	7	[2]	[{about, to}]	['rotate']	[1]	['VERB']	[1, 1, 1, 1]	[{degrees}, {ninety}, {right}, {your}]	['rotate', 'about', 'rotate', 'to']	[1, 1, 1, 1]	['ADP']	80.0	4	2	4	1	-2	-0.29	19.0	32.0	0.59
283	move forward three and a half feet and stop	9	[4, 2]	[{forward, and, stop, feet}, {and, half}]	['move', 'feet']	[1, 1]	['NOUN']	[1, 1]	[{a}, {three}]	['three', 'move']	[1, 1]	['VERB']	80.0	2	6	2	2	4	0.44	24.0	45.0	0.53
284	move forward about four feet and stop	7	[4]	[{and, stop, feet, forward}]	['move']	[1]	['VERB']	[1, 1]	[{about}, {four}]	['feet', 'move']	[1, 1]	['VERB']	81.0	2	4	2	1	2	0.29	1.0	20.0	0.05
